"관광지명",관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,관광지소개,관리기관전화번호,관리기관명,데이터기준일자
"매천황현생가",관광지,전라남도 광양시 봉강면 서석길 14-3,전라남도 광양시 봉강면 석사리 758,34.99341564,127.561707,522,화장실,,,,,,1979-12-03,10000,1000,조선의 마지막 선비 우국지사 매천 황현선생 생가,061-797-2418,광양시청 문화예술과,2022-10-24
"해달별천문대",관광지,전라남도 광양시 봉강면 하조길 91-20,전라남도 광양시 봉강면 조령리 산 222-7,35.07478024,127.5540516,1421,화장실+천문대,,,,,,2016-01-28,10000,1000,"낮-태양, 밤-해·달 관찰, 천체사진 촬영",061-762-5393,광양 해달별천문대,2022-10-24
"백운산자연휴양림",관광지,전라남도 광양시 옥룡면 백계로 33,전라남도 광양시 옥룡면 추산리 산 114,35.05645795,127.5976491,5157,화장실+주차장+매표소+매점,"캐빈하우스 20, 카라반 3",수영장+황톳길+둘레길,,,관리사무소,1979-12-03,10000,1000,"교육장, 야영장, 수영장, 산책로",061-797-4705,광양시 휴양림사업소,2022-10-24
"광양 옥룡사지",관광지,전라남도 광양시 옥룡면 추산리 산 35-1,전라남도 광양시 옥룡면 추산리 산 35-1,35.04701721,127.6085305,136502,주차장+화장실,,,,,,1979-12-03,10000,1000,국가지정문화재 사적 제207호,061-797-2418,광양시청 문화예술과,2022-10-24
"국사봉랜드",관광지,전라남도 광양시 옥곡면 대치로 433,전라남도 광양시 옥곡면 수평리 130,35.00642478,127.6525399,10029,화장실+주차장+매점+매표소,"객실 16, 카라반 3",수영장+4계절썰매장+실내행사장+족구장+트램폴린,,,,1979-12-03,10000,1000,"숙박, 물놀이장, 야외공연장",061-794-8724,광양 국사봉랜드,2022-10-24
"기독교선교100주년기념관",관광지,전라남도 광양시 진상면 성지로 399,전라남도 광양시 진상면 황죽리 1395,35.04305027,127.6604508,2269,주차장+화장실,,,대예배실,레스토랑,,2008-05-28,10000,1000,"기독교역사관, 유품전시관",061-772-7441,광양 기독교 선교 100주년 기념관,2022-10-24
"섬진강 망덕포구",관광지,전라남도 광양시 진월면 망덕길 171,전라남도 광양시 진월면 망덕리 845-82,34.96787088,127.7579265,10029,주차장+화장실,,,,,,1979-12-03,10000,1000,"550리 섬진강과 남해바다가 만나는곳, 윤동주시인 유고보존 정병욱 가옥",061-772-4066,청매실농원,2022-10-24
"윤동주 유고 보존 정병욱 가옥",관광지,전라남도 광양시 진월면 망덕길 249,전라남도 광양시 진월면 망덕리 23,34.97075423,127.759122,254,화장실,,,,,,1979-12-03,10000,1000,국가등록문화재 제341호,061-797-2418,광양시청 문화예술과,2022-10-24
"광양매화문화관",관광지,전라남도 광양시 다압면 지막1길 21,전라남도 광양시 다압면 도사리 377,35.07665864,127.7180474,4694.1,화장실+주차장+매점,,,,,,1979-12-03,10000,1000,"매화꽃, 매실가공식품, 홍쌍리 명인",061-797-3363,광양시청 관광과,2022-10-24
"느랭이골자연리조트",관광지,전라남도 광양시 토끼재길 119-32,전라남도 광양시 다압면 신원리 산125,35.06003247,127.7114041,53302,화장실+주차장+매점+매표소,글램핑 40동,힐링산책로+LED 별빛축제,,레스토랑,관리사무소,1979-12-03,10000,1000,"편백숲 삼림욕장, 글램핑장, 별빛축제",1588-2704,느랭이골 자연휴양림 글램핑장,2022-10-24
"구봉산전망대",관광지,전라남도 광양시 구봉산전망대길 155,,34.93646837,127.6427008,1761,주차장+화장실,,,,카페테리아,관리사무소,1979-12-03,10000,1000,"해발 473m 구봉산, 9.4m 봉수대, 광양만야경",061-797-2296,광양시청 시설관리과,2022-10-24
"광양항해양공원",관광지,,전라남도 광양시 중동 1894,34.92127751,127.6939636,27282.5,주차장+화장실,,,,,,1979-12-03,10000,1000,"공연장, 포토존, 산책로",061-797-3363,광양시청 관광과,2022-10-24
"무지개다리",관광지,,전라남도 광양시 금호동 625-1,34.93679857,127.715141,1840.5,주차장+화장실,,,,,,1979-12-03,10000,1000,"해상보도교량(L=300m, B=4m)",061-797-3363,광양시청 관광과,2022-10-24
"해오름육교",관광지,,전라남도 광양시 마동 1125,34.93442662,127.7061606,32577.6,주차장+화장실,,,,,,1979-12-03,10000,1000,중마동과 금호동을 연결하는 이순신 해변관광 테마거리 랜드마크 육교 (L=155.2m),061-797-3363,광양시청 관광과,2022-10-24
"배알도수변공원",관광지,,전라남도 광양시 태인동 1632-13,34.959931,127.7601849,1598,주차장+화장실,,,캠핑장,,,1979-12-03,10000,1000,"가족단위 야영·캠핑장, 해변 데크산책로",061-797-3363,광양시청 관광과,2022-10-24
"광양 김 시식지",관광지,전라남도 광양시 김시식지1길 57-6,,34.94697848,127.7519933,166,주차장+화장실,,,,,,1979-12-03,10000,1000,도지정기념물 제113호,061-797-2418,광양시청 문화예술과,2022-10-24
